"order_id","mainCommonName","scientific_name","otherCommonNames"
604,"Northern Chamois","Rupicapra rupicapra","Alpine Chamois|Balkan Chamois|Chartreuse Chamois|Tatra Chamois|Carpathian Chamois|Asia Minor Chamois|Anatolian Chamois|Turkish Chamois"
605,"South American Sea Lion","Otaria flavescens","South American Sealion|Southern Sea Lion"
606,"Mainland Clouded Leopard","Neofelis nebulosa","Indochinese Clouded Leopard"
607,"Grandidier's Shrew Tenrec","Microgale grandidieri",NA
608,"McCarthy's Shrew","Sorex mccarthyi",NA
609,"Chinese White-toothed Shrew","Crocidura rapax",NA
610,"Shan Langur","Trachypithecus melamera","Shan State Langur"
611,"Painted Treeshrew","Tupaia picta",NA
612,"Echigo Mole","Mogera etigo","Etigo Mole"
613,"Lesser Black-footed White-toothed Shrew","Crocidura lea","Sulawesi Shrew"
614,"Cuvier's Beaked Whale","Ziphius cavirostris","Goose-beaked Whale|Goosebeak Whale"
615,"Arabian Oryx","Oryx leucoryx","White Oryx"
616,"Corsican Hare","Lepus corsicanus","Apennine Hare|Italian Hare"
617,"Owston's Palm Civet","Chrotogale owstoni",NA
618,"Water Opossum","Chironectes minimus","Yapok"
619,"Northern Elongated White-toothed Shrew","Crocidura elongata","Elongated Shrew|Sulawesi Long-tailed Shrew"
620,"Golden-brown Mouse Lemur","Microcebus ravelobensis","Lac Ravelobe Mouse Lemur|Ravelobe Mouse Lemur"
621,"Common Dunnart","Sminthopsis murina","Common Marsupial Mouse|Mouse-sminthopsis|Slender Mouse Sminthopsis|Slender-tailed Dunnart"
622,"White-tailed Mongoose","Ichneumia albicauda",NA
623,"Saussure's Shrew","Sorex saussurei",NA
624,"Tibetan Gazelle","Procapra picticaudata","Goa"
625,"Narrow-striped Dasyure","Phascolosorex dorsalis","Narrow-striped Marsupial Shrew"
626,"Ross Seal","Ommatophoca rossii","Bigeyed Seal|Ross's Seal|Singing Seal"
627,"Red-shanked Douc","Pygathrix nemaeus","Red-shanked Douc Langur|Red-shanked Douc Monkey"
628,"Chiru","Pantholops hodgsonii","Tibetan Antelope"
629,"American Hog-nosed Skunk","Conepatus leuconotus",NA
630,"Wang's Forest Hedgehog","Mesechinus wangi","Gaoligong Forest Hedgehog"
631,"West African Potto","Perodicticus potto","Potto|Western Potto|Benin Potto|Bosman's Potto"
632,"Bowhead Whale","Balaena mysticetus","Arctic Right Whale|Bowhead|Bunch-back Whale|Great Polar Whale|Greenland Right Whale|Greenland Whale|Steeple-top"
633,"Novaes's Bald Uacari","Cacajao novaesi","Novaes's Bald Uakari|Novaes's Bald-headed Uacari|Novaes's Bald Uacari"
634,"Ursine Red Howler","Alouatta arctoidea","Caracas Howler Monkey|Ursine Howler Monkey|Trinidadian Howler Monkey|Trinidad Howling Monkey"
635,"Ugandan Lowland White-toothed Shrew","Crocidura selina","Moon Shrew|Ugandan Lowland Shrew"
636,"Major's Shrew Tenrec","Microgale majori","Major's Long-tailed Shrew Tenrec|Major's Long-tailed Tenrec"
637,"Japanese Badger","Meles anakuma",NA
638,"Darwin's Fox","Lycalopex fulvipes",NA
639,"Striped Dolphin","Stenella coeruleoalba","Blue-white Dolphin|Euphrosyne Dolphin|Gray's Dolphin|Meyen's Dolphin|Streaker Porpoise|Whitebelly"
640,"Gilbert's Potoroo","Potorous gilbertii",NA
641,"American Black Bear","Ursus americanus",NA
642,"Squirrel Glider","Petaurus norfolcensis","Squirrel Flying Phalanger"
643,"Philippine Slow Loris","Nycticebus menagensis",NA
644,"Bekele's White-toothed Shrew","Crocidura afeworkbekelei","Bekele's Shrew"
645,"Chinese Water Shrew","Chimarrogale styani","Styan's Water Shrew"
646,"Natal Red Rock Hare","Pronolagus crassicaudatus","Greater Red Rock Hare"
647,"Forrest's Pika","Ochotona forresti","Gaoligong Pika|Black Pika"
648,"Olallas' Titi","Plecturocebus olallae","Beni Titi Monkey|Olalla Brothers' Titi|Olallas' Titi Monkey"
649,"Manenguba White-toothed Shrew","Crocidura manengubae","Manenguba Shrew"
650,"North African Sengi","Petrosaltator rozeti","North African Elephant-shrew"
651,"Greater Grison","Galictis vittata",NA
652,"Mountain Anoa","Bubalus quarlesi",NA
653,"Honduran Broad-Clawed Shrew","Cryptotis magnimanus",NA
654,"Niger Delta Red Colobus","Piliocolobus epieni","Delta Red Colobus"
655,"White-collared Brown Lemur","Eulemur cinereiceps","Gray-headed Brown Lemur|Gray-headed Lemur|White-collared Lemur"
656,"Leopard Seal","Hydrurga leptonyx","Sea Leopard"
657,"Tufted Deer","Elaphodus cephalophus",NA
658,"Wondiwoi Tree Kangaroo","Dendrolagus mayri",NA
659,"Mouflon","Ovis gmelinii","Anatolian Sheep|Armenian Wild Sheep|Red Sheep|Mouflon|Asiatic Mouflon"
660,"Black Rhinoceros","Diceros bicornis","Hook-lipped Rhinoceros|Prehensile-lipped Rhinoceros"
661,"Hottentot Golden Mole","Amblysomus hottentotus","Zulu Golden Mole|Drakensberg Golden Mole|Meester's Golden Mole"
662,"Short-faced Mole","Scaptochirus moschatus",NA
663,"Katinka's White-toothed Shrew","Crocidura katinka","Katinka Shrew"
664,"Madame Berthe's Mouse Lemur","Microcebus berthae","Berthe's Mouse Lemur"
665,"Rainey's White-toothed Shrew","Crocidura raineyi","Rainey's Shrew"
666,"Milton's Titi","Plecturocebus miltoni","Milton's Titi Monkey"
667,"Splendid Treeshrew","Tupaia splendidula","Ruddy Treeshrew"
668,"Selayar Tarsier","Tarsius tarsier","Spectral Tarsier"
669,"Illiger's Saddle-back Tamarin","Saguinus illigeri",NA
670,"African Wild Dog","Lycaon pictus","Painted Hunting Dog|Painted Dog"
671,"Asian Black Bear","Ursus thibetanus","Himalayan Black Bear|Moon Bear|White-breasted Bear|Asian Black Bear"
672,"African Golden Wolf","Canis lupaster","Golden Wolf|African Wolf|Egyptian Wolf"
673,"Aquino's Titi","Cheracebus aquinoi","Aquino's Titi Monkey"
674,"Bush Hyrax","Heterohyrax brucei","Yellow-spotted Hyrax"
675,"Cacomistle","Bassariscus sumichrasti",NA
676,"Lesser Ryukyu White-toothed Shrew","Crocidura watasei","Lesser Ryukyu Shrew|Watase's Shrew"
677,"David's Echymipera","Echymipera davidi","Kiriwina Bandicoot|Kiriwina Echymipera"
678,"Japanese Marten","Martes melampus",NA
679,"Sulawesi Tiny White-toothed Shrew","Crocidura levicula","Celebes Shrew|Sulawesi Tiny Shrew"
680,"Spotted Hyena","Crocuta crocuta",NA
681,"Anhui White-toothed Shrew","Crocidura anhuiensis",NA
682,"Kashmir Musk-deer","Moschus cupreus",NA
683,"South American Coati","Nasua nasua",NA
684,"Araguaian River Dolphin","Inia araguaiaensis","Araguaian Boto"
685,"Northern Fur Seal","Callorhinus ursinus","Alaskan Fur Seal|Pribilof Fur Seal"
686,"Brown Capuchin","Sapajus apella","Black-capped Capuchin|Margarita Island Capuchin|Guianan Brown Capuchin"
687,"Neotropical Otter","Lontra longicaudis",NA
688,"Lesser Hedgehog Tenrec","Echinops telfairi","Lesser Madagascar Tenrec"
689,"Northern Nail-tailed Wallaby","Onychogalea unguifera","Left-hander|Organ-grinder|Right-hander|Sandy Nailtail Wallaby|Woop Woop|Wut Wut"
690,"Abyssinian Hare","Lepus habessinicus",NA
691,"Andean Mountain Cat","Leopardus jacobita","Andean Cat|Mountain Cat|Andean Highland Cat"
692,"Crossley's Dwarf Lemur","Cheirogaleus crossleyi","Furry-eared Dwarf Lemur"
693,"Woodall's Slender Opossum","Marmosops woodalli",NA
694,"Chinese Goral","Naemorhedus griseus","Eastern Gray Goral"
695,"Tibetan Macaque","Macaca thibetana","Chinese Stump-tailed Macaque|Milne-Edwards's Macaque|Père David's Macaque|Short-tailed Tibetan Macaque|Tibetan Stump-tailed Macaque"
696,"Black-tailed Antechinus","Antechinus arktos",NA
697,"Western Tarsier","Cephalopachus bancanus","Belitung Tarsier|Bornean Tarsier|Horsfield's Tarsier|Serasan Island Tarsier|South Natuna Islands Tarsier"
698,"Reticulated Giraffe","Giraffa reticulata","Somali Giraffe"
699,"Cape Hare","Lepus capensis","Arabian Hare|East African Hare|North-west African Hare|Sardinian Hare|South African Hare"
700,"Side-striped Jackal","Lupulella adustus",NA
701,"Japanese Mountain Mole","Oreoscaptor mizura","Mizura Mole"
702,"Blind Mole","Talpa caeca","Mediterranean Mole"
703,"Afghan Pika","Ochotona rufescens","Kopet Dag Afghan Pika|Shurukov's Afghan Pika"
704,"Tasmanian Dusky Antechinus","Antechinus swainsonii","Swainson's Antechinus|Dusky Marsupial Mouse"
705,"Philippine Palm Civet","Paradoxurus philippinensis",NA
706,"Eurasian Lynx","Lynx lynx",NA
707,"Chestnut Dunnart","Sminthopsis archeri",NA
708,"Mountain Cuscus","Phalanger carmelitae","Mountain Phalanger"
709,"Red-tailed Phascogale","Phascogale calura","Red-tailed Wambenger"
710,"Mount Lyell Shrew","Sorex lyelli","Lyell Shrew"
711,"Rusty-spotted Genet","Genetta fieldiana","Central African Large-spotted Genet"
712,"Philippine Brown Deer","Rusa marianna","Philippine Deer|Philippine Sambar"
713,"Lemuroid Ring-tailed Possum","Hemibelideus lemuroides","Lemur-like Ringtail|Lemuroid Ringtail"
714,"Southeast Asian White-toothed Shrew","Crocidura fuliginosa","Southeast Asian Shrew"
715,"Bornean Pygmy Shrew","Suncus hosei","Hose's Pygmy Shrew|Hose's Shrew"
716,"Black-mantled Tamarin","Saguinus nigricollis","Black Mantle Tamarin|Graells's Black-mantled Tamarin|Graells's Tamarin|Hernández-Camacho's Black-mantled Tamarin|Spix's Black-mantled Tamarin"
717,"Himalayan Mole","Euroscaptor micrurus","Short-tailed Mole"
718,"Popa Langur","Trachypithecus popa",NA
719,"Jackass White-toothed Shrew","Crocidura arispa","Jackass Shrew"
720,"Coyote","Canis latrans","Brush Wolf|Prairie Wolf"
721,"Black Lemur","Eulemur macaco",NA
722,"Anthony's Woolly Mouse Opossum","Marmosa perplexa",NA
723,"Bemaraha Sportive Lemur","Lepilemur randrianasoloi","Randrianasolo's Sportive Lemur"
724,"Appalachian Cottontail","Sylvilagus obscurus","Allegheny Cottontail|Wood Rabbit"
725,"Indo-Pacific Humpback Dolphin","Sousa chinensis","Borneo White Dolphin|Chinese White Dolphin|Lead-colored Dolphin|Plumbeous Dolphin|Ridge-backed Dolphin|Speckled Dolphin|White Dolphin|Pacific Humpback Dolphin|Indian Humpback Dolphin"
726,"Domestic Bactrian Camel","Camelus bactrianus","Two-Humped Camel|Double-Humped Camel|Asiatic Camel"
727,"Black-tailed Jackrabbit","Lepus californicus","California Jackrabbit"
728,"Portenko's Shrew","Sorex portenkoi",NA
729,"West European Hedgehog","Erinaceus europaeus","Brown-breasted Hedgehog|Common Hedgehog|European Hedgehog|Northern Hedgehog"
730,"Bornean Yellow Muntjac","Muntiacus atherodes",NA
731,"White-bellied Woolly Mouse Opossum","Marmosa constantiae","Bay-colored Mouse Opossum|Pale-bellied Woolly Mouse Opossum"
732,"Gerenuk","Litocranius walleri",NA
733,"Sabah Grizzled Langur","Presbytis sabana","Crested Grizzled Langur"
734,"Eurasian Water Shrew","Neomys fodiens","Northern Water Shrew|Water Shrew"
735,"Mantled Howler","Alouatta palliata","Azuero Peninsula Howler|Coiba Island Howler|Ecuadorian Mantled Howler|South Pacific Blackish Howler|Golden-mantled Howler|Mexican Howler"
736,"Giant Golden Mole","Chrysospalax trevelyani",NA
737,"Northern Pig-tailed Macaque","Macaca leonina","Burmese Pig-tailed Macaque|Long-haired Pig-tailed Macaque"
738,"Ringtail","Bassariscus astutus",NA
739,"Barbary Macaque","Macaca sylvanus","Barbary Ape"
740,"Pagai Macaque","Macaca pagensis","Mentawai Macaque|Pagai Island Macaque"
741,"Greater Kudu","Tragelaphus strepsiceros","Cape Kudu|Zambezi Kudu|Northern Kudu|Western Kudu"
742,"Bushpig","Potamochoerus larvatus",NA
743,"Climbing Shrew","Suncus megalurus","Climbing Dwarf Shrew"
744,"Gray-cheeked Mangabey","Lophocebus albigena","Cloaked Mangabey|White-cheeked Mangabey"
745,"Pallid Fat-tailed Opossum","Thylamys pallidior","White-bellied Fat-tailed Mouse Opossum|White-bellied Thylamys"
746,"Deraniyagala's Beaked Whale","Mesoplodon hotaula",NA
747,"Long-nosed Mole","Euroscaptor longirostris",NA
748,"Marsh Rabbit","Sylvilagus palustris","Key Rabbit|Lower Keys Marsh Rabbit"
749,"Brown Palm Civet","Paradoxurus jerdoni","Jerdon's Palm Civet"
750,"White-eared Titi","Plecturocebus donacophilus","Bolivian Gray Titi|Bolivian Titi|Bolivian Titi Monkey|d'Orbigny's Titi|Reed Titi"
751,"Annamite Striped Rabbit","Nesolagus timminsi",NA
752,"Sokolov White-toothed Shrew","Crocidura sokolovi",NA
753,"Martinos' Mole","Talpa martinorum",NA
754,"Unadorned Rock Wallaby","Petrogale inornata","Plain Rock Wallaby"
755,"Long-footed Potoroo","Potorous longipes",NA
756,"Quokka","Setonix brachyurus","Short-tailed Pademelon|Short-tailed Wallaby"
757,"Brandt's Hedgehog","Paraechinus hypomelas","Brandt's Steppic Hedgehog|Long-spined Hedgehog"
758,"Mount Malindang White-toothed Shrew","Crocidura grandis","Greater Mindanao Shrew|Mount Malindang Shrew"
759,"Weyland Ring-tailed Possum","Pseudochirulus caroli","Weyland Ringtail"
760,"Common Silky Anteater","Cyclopes didactylus","Silky Anteater"
761,"Leaf Muntjac","Muntiacus putaoensis",NA
762,"Kaluta","Dasykaluta rosamondae","Little Red Antechinus|Little Red Kaluta"
763,"Cruz Lima's Saddle-back Tamarin","Saguinus cruzlimai",NA
764,"Great-tailed Striped Possum","Dactylopsila megalura","Great-tailed Triok"
765,"Golden Jackal","Canis aureus","Asiatic Jackal|Common Jackal"
766,"Nosy Boraha Mouse Lemur","Microcebus boraha",NA
767,"Doucet's White-toothed Shrew","Crocidura douceti","Doucet's Shrew|Doucet's Musk Shrew"
768,"Karoo Rock Sengi","Elephantulus pilicaudus","Karoo Rock Elephant-shrew"
769,"American Water Shrew","Sorex palustris",NA
770,"Black-footed Ferret","Mustela nigripes",NA
771,"Japanese Raccoon Dog","Nyctereutes viverrinus","Tanuki|Racoon Dog"
772,"Crested Genet","Genetta cristata",NA
773,"Coppery Titi","Plecturocebus cupreus","Coppery Titi Monkey"
774,"Gray Seal","Halichoerus grypus","Atlantic Seal|Horsehead"
775,"Inquisitive Shrew Mole","Uropsilus investigator",NA
776,"Southern Bahian Titi","Callicebus melanochir","Black-handed Titi|Coastal Black-handed Titi|Southern Bahian Masked Titi"
777,"Buffy-headed Marmoset","Callithrix flaviceps",NA
778,"Walia Ibex","Capra walie","Abyssinian Ibex|Ethiopian Ibex"
779,"Desert White-toothed Shrew","Crocidura smithii","Desert Musk Shrew|Desert Shrew"
780,"Common Slender Mongoose","Herpestes sanguineus",NA
781,"East Asian Finless Porpoise","Neophocaena sunameri","West Pacific Finless Porpoise"
782,"Highveld Golden Mole","Amblysomus septentrionalis",NA
783,"Northern Pygmy Marmoset","Cebuella pygmaea","Western Pygmy Marmoset"
784,"Spinner Dolphin","Stenella longirostris","Long-beaked Dolphin|Long-snouted Dolphin|Pantropical Spinner Dolphin|Gray's Spinner Dolphin|Central American Spinner Dolphin|Eastern Spinner Dolphin|Dwarf Spinner Dolphin"
785,"Alpine Ibex","Capra ibex","European Ibex"
786,"Spectacled Porpoise","Phocoena dioptrica","Spectacled Dolphin"
787,"Caquetá Titi","Plecturocebus caquetensis","Caquetá Titi Monkey"
788,"Bamenda Forest Shrew","Sylvisorex silvanorum","Bamenda Pygmy Shrew"
789,"Yellow-tailed Woolly Monkey","Lagothrix flavicauda","Hendee's Woolly Monkey|Peruvian Yellow-tailed Woolly Monkey"
790,"Gray-legged Night Monkey","Aotus griseimembra","Gray-handed Night Monkey|Yellow-bellied Night Monkey|Yellow-bellied Owl Monkey"
791,"American Pika","Ochotona princeps","Cony|Rock Rabbit|Whistling Hare"
792,"Guiana Dolphin","Sotalia guianensis","Costero|Guiana River Dolphin"
793,"Lar Gibbon","Hylobates lar","Common Gibbon|White-handed Gibbon|Carpenter's Lar Gibbon|Central Lar Gibbon|Malaysian Lar Gibbon|Sumatran Lar Gibbon|Yunnan Lar Gibbon"
794,"Pygmy Hippopotamus","Choeropsis liberiensis","Heslop's Pygmy Hippopotamus|Niger Delta Pygmy Hippopotamus"
795,"Hoffmann's Two-toed Sloth","Choloepus hoffmanni",NA
796,"Malayasian Slow Loris","Nycticebus coucang","Greater Slow Loris|Sunda Slow Loris"
797,"Kamchatka Shrew","Sorex camtschaticus",NA
798,"Pebas Four-eyed Opossum","Philander pebas",NA
799,"Western Gray Gibbon","Hylobates abbotti","Abbott's Gibbon|West Bornean Gray Gibbon|Abbott's Gray Gibbon"
800,"Antarctic Minke Whale","Balaenoptera bonaerensis","Southern Minke Whale"
801,"Robinson's Mouse Opossum","Marmosa robinsoni",NA
802,"Banded Mongoose","Mungos mungo",NA
803,"Black-backed Shrew Mole","Uropsilus atronates",NA
804,"Orinoco Four-eyed Opossum","Philander deltae","Deltaic Four-eyed Opossum|Delta Opossum"
805,"Sicilian White-toothed Shrew","Crocidura sicula","Sicilian Shrew"
806,"Kalimantan Treeshrew","Tupaia salatana",NA
807,"Chacoan Fat-tailed Opossum","Thylamys pusillus","Austral Mouse Opossum|Chacoan Thylamys|Common Fat-tailed Mouse Opossum|Common Mouse Opossum|Small Fat-tailed Mouse Opossum|Small Fat-tailed Opossum"
808,"Aberdare Mole Shrew","Surdisorex norae","Aberdare Shrew"
809,"Namib Round-eared Sengi","Macroscelides flavicaudatus","Namib Round-eared Elephant-shrew|Round-eared Sengi|Round-eared Elephant-shrew|Short-eared Sengi|Short-eared Elephant-shrew"
810,"Parma Wallaby","Notamacropus parma","White-throated Wallaby"
811,"Valais Shrew","Sorex antinorii",NA
812,"Kozlov's Shrew","Sorex kozlovi",NA
813,"Suriname Tapeti","Sylvilagus parentum",NA
814,"Qionglai Pika","Ochotona qionglaiensis",NA
815,"Aquatic Genet","Genetta piscivora",NA
816,"Pere David's Mole","Talpa davidiana","Persian Mole"
817,"African Palm Civet","Nandinia binotata",NA
818,"Mongoose Lemur","Eulemur mongoz",NA
819,"Arboreal Brown-toothed Shrew","Episoriculus macrurus","Long-tailed Mountain Shrew"
820,"Toque Macaque","Macaca sinica","Common Toque Macaque|Dry Zone Toque Macaque|Wet Zone Toque Macaque|Dusky Toque Macaque|Lowland Wet Zone Toque Macaque|Highland Toque Macaque|Hill Zone Toque Macaque"
821,"Domestic Dog","Canis familiaris","Dog|Dingo|Feral Dog|New Guinea Singing Dog|Village Dog"
822,"Medem's Titi","Cheracebus medemi","Colombian Black-handed Titi|Medem's Collared Titi|Medem's Titi Monkey"
823,"Cowan's Shrew Tenrec","Microgale cowani",NA
824,"Amazonian Red-sided Opossum","Monodelphis glirina",NA
825,"Broad-faced Potoroo","Potorous platyops","Broad-faced Rat-kangaroo"
826,"Lowland Tree Kangaroo","Dendrolagus spadix",NA
827,"Azumi Shrew","Sorex hosonoi",NA
828,"Blue-eyed Spotted Cuscus","Spilocuscus wilsoni","Biak Spotted Cuscus|Wilson's Spotted Cuscus"
829,"Northern Colocolo","Leopardus garleppi","Northern Pampas Cat|Garlepp's Colocolo|Garlepp's Pampas Cat"
830,"Common Dolphin","Delphinus delphis","Atlantic Dolphin|Common Dolphin|Criss-cross Dolphin|Pacific Dolphin|Saddle-backed Dolphin|Short-beaked Saddleback Dolphin|White-bellied Porpoise|Black Sea Common Dolphin|Short-beaked Common Dolphin|Long-beaked Common Dolphin"
831,"Asian Golden Cat","Catopuma temminckii","Temminck's Cat"
832,"Thomas's Langur","Presbytis thomasi","North Sumatran Leaf Monkey|Sumatran Grizzled Langur|Thomas Langur|Thomas's Leaf Monkey"
833,"Omoa Broad-clawed Shrew","Cryptotis mccarthyi",NA
834,"Elliot's Short-tailed Shrew","Blarina hylophaga",NA
835,"Masoala Sportive Lemur","Lepilemur scottorum","Scott's Sportive Lemur"
836,"Red-bellied Monkey","Cercopithecus erythrogaster","White-throated Monkey|Nigeria White-throated Monkey|Red-bellied Guenon"
837,"Sulawesi Palm Civet","Macrogalidia musschenbroekii","Giant Palm Civet"
838,"Golden-mantled Tree Kangaroo","Dendrolagus pulcherrimus",NA
839,"Koala Lemur","Megaladapis madagascariensis",NA
840,"Southern Montane Shrew","Sorex monticolus",NA
841,"Guianan Red Howler","Alouatta macconnelli","Golden Howler Monkey|Guianan Red Howler Monkey|Guyanan Red Howler"
842,"Feline Genet","Genetta felina","South African Small-spotted Genet"
843,"Golden-headed Lion Tamarin","Leontopithecus chrysomelas",NA
844,"Townsend's Mole","Scapanus townsendii",NA
845,"Ussuri Shrew","Sorex mirabilis","Giant Shrew"
846,"Southern White-cheeked Crested Gibbon","Nomascus siki","Siki Gibbon|Southern White-cheeked Gibbon"
847,"Collared Pika","Ochotona collaris",NA
848,"American Shrew Mole","Neurotrichus gibbsii","Shrew Mole"
849,"Río Magdalena Slender Opossum","Marmosops magdalenae",NA
850,"West Sulawesi White-toothed Shrew","Crocidura ordinaria",NA
851,"Southern Gray Gibbon","Hylobates muelleri","Bornean Gray Gibbon|Gray Gibbon|Müller's Gibbon|Müller's Bornean Gibbon|South Bornean Gray Gibbon"
852,"Dryland Mouse Opossum","Marmosa xerophila","Guajira Mouse Opossum|Orange Mouse Opossum|Pale Mouse Opossum"
853,"North-western Marsupial Mole","Notoryctes caurinus","Kakarratul|Northern Marsupial Mole|Western Marsupial Mole"
854,"Assamese Macaque","Macaca assamensis","Assam Macaque|Eastern Assamese Macaque|Western Assamese Macaque"
855,"Red-bellied Titi","Plecturocebus moloch","Dusky Titi|Orabassu Titi|Red-bellied Titi Monkey"
856,"Ring-tailed Lemur","Lemur catta",NA
857,"Hawaiian Monk Seal","Neomonachus schauinslandi","Common Hawaiian Monk Seal"
858,"Lomami Red Colobus","Piliocolobus parmentieri",NA
859,"Guinea Baboon","Papio papio","Western Baboon"
860,"Hispaniolan Solenodon","Solenodon paradoxus","Haitian Solenodon"
861,"Asian Badger","Meles leucurus",NA
862,"Pig-tailed Langur","Simias concolor","Mentawai Islands Snub-nosed Langur|Pig-tailed Snub-nosed Langur|Makobu|Siberut Pig-tailed Langur|Siberut Snub-nosed Monkey|Masepsep|Pagai Pig-tailed Langur|Pig-tailed Snub-nosed Monkey"
863,"Brown Antechinus","Antechinus stuartii","Macleay's Marsupial Mouse|Stuart's Antechinus"
864,"Red-bellied Phascogale","Phascolosorex doriae","Red-bellied Dasyure|Red-bellied Marsupial Shrew"
865,"Tamaulipas Jackrabbit","Lepus altamirae",NA
866,"Medabo White-toothed Shrew","Crocidura similiturba",NA
867,"Javan White-toothed Shrew","Crocidura maxi","Max's Shrew"
868,"Sable","Martes zibellina",NA
869,"Kelaart's Long-clawed Shrew","Feroculus feroculus","Kelaart's Shrew"
870,"Harbor Seal","Phoca vitulina","Common Seal|Harbour Seal|Eastern Atlantic Harbor Seal|Western Atlantic Harbor Seal|Eastern Pacific Harbor Seal|Kuril Seal|Western Pacific Harbor Seal"
871,"Peruvian Small-eared Shrew","Cryptotis peruviensis","Peruvian Shrew"
872,"Northern Gray Mouse Opossum","Tlacuatzin sinaloae","Northern Mouse Opossum"
873,"Western Water Shrew","Sorex navigator",NA
874,"De Brazza's Monkey","Cercopithecus neglectus","De Brazza's Guenon|Schlegel's Guenon"
875,"Slender-horned Gazelle","Gazella leptoceros","Loder's Gazelle|Rhim"
876,"Australian Snubfin Dolphin","Orcaella heinsohni",NA
877,"Zarudny's White-toothed Shrew","Crocidura zarudnyi","Zarudny's Rock Shrew|Zarudny's Shrew"
878,"White-lipped Peccary","Tayassu pecari",NA
879,"West Amazonian Long-nosed Armadillo","Dasypus pastasae",NA
880,"Ambodimahabibo Sportive Lemur","Lepilemur otto","Otto's Sportive Lemur"
881,"De Winton's Golden Mole","Cryptochloris wintoni",NA
882,"Iberian Ibex","Capra pyrenaica","Spanish Ibex|Spanish Wild Goat"
883,"Timor White-toothed Shrew","Crocidura tenuis","Timor Shrew|Thin Shrew"
884,"Caspian Seal","Pusa caspica",NA
885,"Bornean White-toothed Shrew","Crocidura foetida","Bornean Shrew|Lowland Bornean Shrew|Mountain Bornean Shrew|Kelabit Shrew"
886,"Cape Gray Mongoose","Herpestes pulverulentus",NA
887,"Brown Lemur","Eulemur fulvus","Common Brown Lemur"
888,"Nyika Mouse Shrew","Myosorex gnoskei","Nyika Burrowing Shrew"
889,"Silky Sifaka","Propithecus candidus","Silky Simpona"
890,"Swamp Rabbit","Sylvilagus aquaticus","Cane-cutter"
891,"Colombian Small-eared Shrew","Cryptotis colombianus","Colombian Shrew"
892,"Black-footed Mongoose","Bdeogale nigripes","Black-legged Mongoose"
893,"Four-toed Sengi","Petrodromus tetradactylus","Four-toed Elephant-shrew"
894,"Hoffmann's Pika","Ochotona hoffmanni",NA
895,"Balabac Chevrotain","Tragulus nigricans","Pilandok"
896,"Sunda Clouded Leopard","Neofelis diardi","Diard's Clouded Leopard"
897,"Narrow-toed Feather-tailed Glider","Acrobates pygmaeus","Dusky Feathertail Glider|Feathertail Glider|Flying Mouse|Pygmy Glider|Pygmy Gliding Possum|Pigmy Phalanger"
898,"Ticul's Gray Shrew","Notiosorex tataticuli","Ticul's Desert Shrew"
899,"Saharan White-toothed Shrew","Crocidura tarfayaensis","Saharan Shrew|Tarfaya Shrew"
900,"Palawan Bearded Pig","Sus ahoenobarbus",NA
901,"Lion-tailed Macaque","Macaca silenus","Wanderoo"
902,"Therese's White-toothed Shrew","Crocidura theresae","Therese's Shrew"
903,"Blue Monkey","Cercopithecus mitis","Diademed Guenon|Diademed Monkey|White-throated Guenon|Elgon Blue Monkey|Pousargues' Monkey|Boutourlini's Blue Monkey|Doggett's Silver Monkey|White-throated Samango|Lomami River Blue Monkey|Golden Monkey|Kolb's Monkey|Samango|Manyara Monkey|Pluto Monkey|Moloney's White-collared Monkey|Tanzania Sykes' Monkey|Rump-spotted Monkey|Stuhlmann's Blue Monkey|Zammarano's Monkey|Schouteden's Blue Monkey|Sykes' Monkey|Zanzibar Sykes's Monkey|Stairs's Monkey|Stairs's White-collared Monkey"
904,"Otter Civet","Cynogale bennettii",NA
905,"Tantalus Monkey","Chlorocebus tantalus","Budgett's Tantalus|Jebbel Marra Tantalus"
906,"Guizhou Snub-nosed Monkey","Rhinopithecus brelichi","Gray Snub-nosed Monkey|Brelich's Snub-nosed Monkey"
907,"Tschudi's Slender Opossum","Marmosops caucae","Andean Slender Mouse Opossum|Tschudi's Slender Mouse Opossum"
908,"Rio Negro Silky Anteater","Cyclopes ida","Ida Silky Anteater"
909,"Moupin Pika","Ochotona thibetana",NA
910,"Benin Tree Hyrax","Dendrohyrax interfluvialis","Dahomey Tree Hyrax"
911,"Himalayan Water Shrew","Chimarrogale himalayica",NA
912,"Somali Hedgehog","Atelerix sclateri","Somalian Hedgehog"
913,"Vieira's Titi","Plecturocebus vieirai",NA
914,"Eisentraut's Mouse Shrew","Myosorex eisentrauti",NA
915,"Osgood's Short-tailed Opossum","Monodelphis osgoodi","Highland Short-tailed Opossum"
916,"Annamite White-toothed Shrew","Crocidura annamitensis",NA
917,"Long-finned Pilot Whale","Globicephala melas","Atlantic Pilot Whale|Caaing Whale|Common Blackfish|Common Pilot Whale|Northern Pilot Whale|Pothead Whale|North Atlantic Long-finned Pilot Whale|Southern Long-finned Pilot Whale"
918,"Cazuza's Saki","Pithecia cazuzai","Golden-faced Saki|Golden-headed Saki"
919,"Ucayali Bald Uacari","Cacajao ucayalii","Peruvian Red Bald-headed Uacari|Ucayali Bald Uakari|Ucayali Bald-headed Uacari"
920,"Madidi Titi","Plecturocebus aureipalatii","Golden Palace Titi Monkey|Madidi Titi Monkey"
